State Name,District,Households_Rural,Population,Households_Rural_Livable,Households_Rural_Dilapidated,Households_Rural_Dilapidated,Households_Rural_Toilet_Premise,Households_Rural_Toilet_Premise,Households_Urban,Households_Urban_Livable,Households_Urban_Dilapidated,Households_Urban_Toilet_Premise
ODISHA,Jharsuguda,103224.0,579505.0,59.1,5.6,5.3872,3.6,0.6734,73962.0,73962.0,4289.795999999999,19304.082000000002
ODISHA,Jharsuguda,103224.0,579505.0,44.5,5.5,5.3735,8.2,1.0747000000000002,73962.0,73962.0,4141.871999999999,39643.632000000005
ODISHA,Sambalpur,220697.0,1041099.0,67.4,7.5,7.26,0.6,0.484,94798.0,94798.0,7394.244000000001,8152.628
ODISHA,Sambalpur,220697.0,1041099.0,59.8,6.9,6.6999,2.6,0.8739,94798.0,94798.0,6635.86,21708.742
ODISHA,Sambalpur,220697.0,1041099.0,40.5,5.1,5.0031,8.0,1.962,94798.0,94798.0,4929.496,56404.81
ODISHA,Debagarh,91408.0,312520.0,73.8,13.3,13.087200000000003,0.5,0.5904,7350.0,7350.0,984.9,433.65
ODISHA,Debagarh,91408.0,312520.0,72.9,12.7,12.4968,0.7,0.6888,7350.0,7350.0,948.15,676.2
ODISHA,Debagarh,91408.0,312520.0,61.5,5.5,5.412000000000001,3.9,2.2632,7350.0,7350.0,404.25,3770.55
ODISHA,Sundargarh,387911.0,2093437.0,73.3,5.6,5.3984000000000005,0.8,0.48200000000000004,230151.0,230151.0,13348.758,19332.684
ODISHA,Sundargarh,387911.0,2093437.0,63.9,5.1,4.947,8.0,0.7760000000000001,230151.0,230151.0,12198.003,64442.28
ODISHA,Sundargarh,387911.0,2093437.0,45.9,4.3,4.2226,21.6,1.3747999999999998,230151.0,230151.0,10126.644000000002,150748.905
ODISHA,Kendujhar,490634.0,1801733.0,67.6,8.3,8.026100000000001,0.8,0.7736000000000002,83664.0,83664.0,7195.104,7780.752
ODISHA,Kendujhar,490634.0,1801733.0,64.8,8.2,7.937599999999999,1.4,0.8712000000000001,83664.0,83664.0,7111.44,12633.264
ODISHA,Kendujhar,490634.0,1801733.0,47.7,7.5,7.3425,5.5,1.6643000000000001,83664.0,83664.0,6442.128000000001,42501.312000000005
ODISHA,Mayurbhanj,689110.0,2519738.0,67.5,8.1,7.5816,0.8,1.7783999999999998,64479.0,64479.0,5545.194,9671.85
ODISHA,Mayurbhanj,689110.0,2519738.0,65.8,8.1,7.6059,0.9,1.7841,64479.0,64479.0,5545.194,11993.094000000001
ODISHA,Mayurbhanj,689110.0,2519738.0,43.0,7.9,7.765700000000001,2.1,2.1626000000000003,64479.0,64479.0,5222.799,41266.56
ODISHA,Baleshwar,601154.0,2320529.0,60.5,11.2,10.931199999999999,1.1,3.1231999999999998,82440.0,82440.0,9563.04,18713.88
ODISHA,Baleshwar,601154.0,2320529.0,58.5,10.8,10.540799999999999,1.6,3.1231999999999998,82440.0,82440.0,9150.84,22671.0
ODISHA,Baleshwar,601154.0,2320529.0,41.4,7.1,6.9437999999999995,6.5,3.8141999999999996,82440.0,82440.0,5935.68,56059.2
ODISHA,Bhadrak,373862.0,1506337.0,62.8,8.7,8.4999,1.2,1.8563,54244.0,54244.0,4827.716,8679.04
ODISHA,Bhadrak,373862.0,1506337.0,61.5,8.5,8.312999999999999,1.5,1.956,54244.0,54244.0,4773.472,10903.044000000002
ODISHA,Bhadrak,373862.0,1506337.0,52.0,7.3,7.1978,3.8,2.7607999999999997,54244.0,54244.0,4014.0560000000005,28098.391999999996
ODISHA,Kendrapara,414749.0,1440361.0,55.6,7.3,7.146700000000001,1.1,1.0769000000000002,23494.0,23494.0,1762.05,3712.052
ODISHA,Kendrapara,414749.0,1440361.0,55.1,7.3,7.154,1.3,1.176,23494.0,23494.0,1762.05,4181.932
ODISHA,Kendrapara,414749.0,1440361.0,44.3,8.8,8.703200000000002,4.6,1.8791,23494.0,23494.0,2067.472,13579.532
ODISHA,Jagatsinghapur,309685.0,1136971.0,56.3,6.9,6.796500000000001,1.0,1.182,43047.0,43047.0,3056.337,9513.387
ODISHA,Jagatsinghapur,309685.0,1136971.0,56.3,6.6,6.5009999999999994,1.1,1.182,43047.0,43047.0,2884.1490000000003,10546.515
ODISHA,Jagatsinghapur,309685.0,1136971.0,56.2,3.6,3.5460000000000003,1.9,0.7880000000000001,43047.0,43047.0,1592.739,19285.055999999997
ODISHA,Cuttack,579529.0,2624470.0,53.8,9.9,9.7119,1.2,1.4714999999999998,210768.0,210768.0,21287.568,47212.03199999999
ODISHA,Cuttack,579529.0,2624470.0,49.2,9.0,8.82,4.8,1.47,210768.0,210768.0,19390.656,76508.784
ODISHA,Cuttack,579529.0,2624470.0,35.4,6.3,6.1551,15.7,1.3678,210768.0,210768.0,13489.152000000002,164399.04
ODISHA,Jajapur,495611.0,1827192.0,56.7,14.3,14.042600000000002,0.7,1.6694,45528.0,45528.0,6647.088,9060.072
ODISHA,Jajapur,495611.0,1827192.0,55.6,13.8,13.5516,0.8,1.7676000000000003,45528.0,45528.0,6419.447999999999,10425.912
ODISHA,Jajapur,495611.0,1827192.0,41.5,6.9,6.7688999999999995,2.0,2.9429999999999996,45528.0,45528.0,3186.96,27863.136000000002
ODISHA,Dhenkanal,315390.0,1192811.0,64.5,11.4,11.229000000000001,0.7,1.6744999999999999,36979.0,36979.0,4252.585,5251.017999999999
ODISHA,Dhenkanal,315390.0,1192811.0,62.4,11.0,10.835,0.9,1.6744999999999999,36979.0,36979.0,4141.648,6767.157000000001
ODISHA,Dhenkanal,315390.0,1192811.0,41.4,7.6,7.5164,3.0,1.9780000000000002,36979.0,36979.0,2810.4039999999995,22113.441999999995
ODISHA,Anugul,340410.0,1273821.0,63.4,11.8,11.623000000000001,1.6,1.6744999999999999,74177.0,74177.0,8901.24,12387.559
ODISHA,Anugul,340410.0,1273821.0,59.4,11.0,10.835,3.9,1.7730000000000001,74177.0,74177.0,8233.646999999999,17876.657000000003
ODISHA,Anugul,340410.0,1273821.0,38.2,6.5,6.409,16.2,2.3664,74177.0,74177.0,4895.682,47473.28
ODISHA,Nayagarh,261646.0,962789.0,62.5,11.9,11.5787,0.8,1.5568,26688.0,26688.0,3255.9359999999997,4243.392
ODISHA,Nayagarh,261646.0,962789.0,61.3,11.6,11.286799999999998,1.0,1.6541,26688.0,26688.0,3149.184,5070.72
ODISHA,Nayagarh,261646.0,962789.0,46.8,7.4,7.1262,2.7,2.889,26688.0,26688.0,2028.2879999999998,14891.903999999999
ODISHA,Khordha,331834.0,2251673.0,61.5,8.4,8.2824,1.5,1.3803999999999998,356895.0,356895.0,30336.075,65311.785
ODISHA,Khordha,331834.0,2251673.0,48.8,6.7,6.599500000000001,12.0,2.5610000000000004,356895.0,356895.0,24625.755,168097.545
ODISHA,Khordha,331834.0,2251673.0,35.8,5.0,4.92,22.8,3.7392000000000003,356895.0,356895.0,18201.644999999997,273381.56999999995
ODISHA,Puri,402014.0,1698730.0,62.4,10.9,10.6166,0.9,1.1688,72210.0,72210.0,8087.52,11264.76
ODISHA,Puri,402014.0,1698730.0,60.0,10.1,9.8374,1.1,1.2662000000000002,72210.0,72210.0,7509.84,17185.98
ODISHA,Puri,402014.0,1698730.0,45.0,5.7,5.5347,2.4,1.8448999999999998,72210.0,72210.0,4188.18,52929.93
ODISHA,Ganjam,795476.0,3529031.0,59.6,9.3,9.0024,1.4,2.1296,219918.0,219918.0,20892.21,42004.33800000001
ODISHA,Ganjam,795476.0,3529031.0,55.2,8.4,8.1312,2.5,2.2264,219918.0,219918.0,18912.947999999997,62676.63
ODISHA,Ganjam,795476.0,3529031.0,38.4,5.1,4.9215,6.6,2.509,219918.0,219918.0,11435.736,143606.454
ODISHA,Gajapati,152095.0,577817.0,66.3,5.8,5.7188,0.7,1.4789999999999999,23050.0,23050.0,1359.95,2927.35
ODISHA,Gajapati,152095.0,577817.0,62.9,5.7,5.6088,1.0,1.4760000000000002,23050.0,23050.0,1336.9,4172.05
ODISHA,Gajapati,152095.0,577817.0,39.4,5.0,4.84,2.7,1.7424000000000002,23050.0,23050.0,1152.5,13069.35
ODISHA,Kandhamal,218446.0,733110.0,67.8,6.6,6.4812,0.3,0.6873999999999999,24489.0,24489.0,1616.274,1542.8069999999998
ODISHA,Kandhamal,218446.0,733110.0,65.6,6.6,6.474599999999999,0.6,0.981,24489.0,24489.0,1616.274,2718.2789999999995
ODISHA,Kandhamal,218446.0,733110.0,45.4,6.3,6.1047,3.2,2.9070000000000005,24489.0,24489.0,1567.296,13836.285
ODISHA,Baudh,131377.0,441162.0,72.0,4.5,4.3155,0.6,0.8631,6577.0,6577.0,309.119,591.93
ODISHA,Baudh,131377.0,441162.0,71.2,4.5,4.3155,0.9,0.8631,6577.0,6577.0,309.119,710.316
ODISHA,Baudh,131377.0,441162.0,52.9,4.5,4.257,6.2,1.4189999999999998,6577.0,6577.0,355.158,3374.0009999999997
ODISHA,Subarnapur,176927.0,610183.0,70.6,6.9,6.582600000000001,0.4,0.6678000000000001,16575.0,16575.0,1193.4,1309.425
ODISHA,Subarnapur,176927.0,610183.0,69.6,6.8,6.4872000000000005,0.5,0.6678000000000001,16575.0,16575.0,1176.825,1707.225
ODISHA,Subarnapur,176927.0,610183.0,58.0,5.7,5.437800000000001,2.1,1.4310000000000003,16575.0,16575.0,961.35,6464.25
ODISHA,Balangir,476770.0,1648997.0,66.9,6.9,6.720600000000001,0.6,0.9740000000000001,62192.0,62192.0,4353.44,6281.392
ODISHA,Balangir,476770.0,1648997.0,64.7,6.8,6.63,1.2,1.0725000000000002,62192.0,62192.0,4353.44,9390.992
ODISHA,Balangir,476770.0,1648997.0,46.0,6.7,6.5593,5.7,2.0559000000000003,62192.0,62192.0,4229.056,36133.552
ODISHA,Nuapada,197258.0,610382.0,71.8,4.8,4.7184,0.5,2.8507,11869.0,11869.0,569.712,1507.3629999999998
ODISHA,Nuapada,197258.0,610382.0,70.8,4.8,4.7136000000000005,0.6,2.8478,11869.0,11869.0,581.581,1721.005
ODISHA,Nuapada,197258.0,610382.0,51.3,6.4,6.2144,2.7,2.4275,11869.0,11869.0,771.485,5744.596
ODISHA,Kalahandi,456336.0,1576869.0,69.2,9.3,9.151200000000001,0.6,0.7872000000000001,38412.0,38412.0,3610.728,3149.7839999999997
ODISHA,Kalahandi,456336.0,1576869.0,67.7,9.2,9.0528,0.9,0.8856,38412.0,38412.0,3572.3160000000003,4494.204
ODISHA,Kalahandi,456336.0,1576869.0,47.1,6.9,6.7827,5.8,3.1456,38412.0,38412.0,2650.428,22586.256
ODISHA,Rayagada,237343.0,967911.0,69.0,5.6,5.5328,0.4,0.6916,49205.0,49205.0,2804.685,3247.53
ODISHA,Rayagada,237343.0,967911.0,63.9,5.4,5.324400000000001,1.7,0.8874,49205.0,49205.0,2706.275,7282.34
ODISHA,Rayagada,237343.0,967911.0,35.0,4.2,4.090800000000001,8.8,1.9480000000000002,49205.0,49205.0,2115.815,29769.025
ODISHA,Nabarangapur,342840.0,1220946.0,67.4,4.2,4.0824,0.2,0.38880000000000003,29424.0,29424.0,1294.656,1706.5919999999999
ODISHA,Nabarangapur,342840.0,1220946.0,66.1,4.3,4.1796,0.6,0.486,29424.0,29424.0,1294.656,2736.4320000000002
ODISHA,Nabarangapur,342840.0,1220946.0,49.7,4.8,4.660799999999999,5.3,1.4564999999999997,29424.0,29424.0,1441.776,15712.416
ODISHA,Koraput,381789.0,1379647.0,64.7,5.3,5.199299999999999,1.0,1.3733999999999997,78339.0,78339.0,4151.967000000001,6423.797999999999
ODISHA,Koraput,381789.0,1379647.0,60.4,5.3,5.199299999999999,3.3,1.3733999999999997,78339.0,78339.0,4230.3060000000005,13630.985999999999
ODISHA,Koraput,381789.0,1379647.0,38.1,5.5,5.39,15.5,1.3719999999999999,78339.0,78339.0,4386.9839999999995,50842.011000000006
ODISHA,Malkangiri,167884.0,613192.0,66.0,7.3,7.154,0.3,0.392,15839.0,15839.0,1172.086,950.34
ODISHA,Malkangiri,167884.0,613192.0,64.2,7.4,7.2446,0.8,0.48950000000000005,15839.0,15839.0,1187.925,1473.027
ODISHA,Malkangiri,167884.0,613192.0,44.1,8.3,7.992900000000001,5.9,0.7704000000000001,15839.0,15839.0,1330.476,7555.203
CHHATTISGARH,Koriya,121852.0,658917.0,49.9,2.2,2.1670000000000003,0.4,2.0685000000000002,59763.0,59763.0,1314.786,5079.855
CHHATTISGARH,Koriya,121852.0,658917.0,46.0,1.9,1.8619999999999999,1.9,1.666,59763.0,59763.0,1135.497,13984.542
CHHATTISGARH,Koriya,121852.0,658917.0,36.4,1.3,1.2571,5.7,0.6769,59763.0,59763.0,776.9190000000001,35439.459
CHHATTISGARH,Surguja,0.0,2359886.0,48.0,2.1,2.0496,1.0,3.0256,0.0,0.0,1368.507,14010.905
CHHATTISGARH,Surguja,0.0,2359886.0,46.2,2.1,2.0454000000000003,1.2,2.8245999999999998,0.0,0.0,1368.507,16356.917000000001
CHHATTISGARH,Surguja,0.0,2359886.0,28.5,1.6,1.528,3.4,0.573,0.0,0.0,1042.672,39947.371
CHHATTISGARH,Jashpur,0.0,851669.0,39.9,1.7,1.6251999999999998,0.5,2.1031999999999997,0.0,0.0,372.996,2445.196
CHHATTISGARH,Jashpur,0.0,851669.0,39.7,1.7,1.6251999999999998,0.6,2.0076,0.0,0.0,352.274,2942.5239999999994
CHHATTISGARH,Jashpur,0.0,851669.0,36.8,1.2,1.1436,1.6,0.5718,0.0,0.0,248.664,8744.684000000001
CHHATTISGARH,Raigarh,354278.0,1493984.0,55.6,4.7,4.5496,0.7,0.968,66638.0,66638.0,3198.624,8662.94
CHHATTISGARH,Raigarh,581868.0,2634200.0,55.6,4.7,4.5496,0.7,0.968,377160.0,377160.0,18103.68,49030.8
CHHATTISGARH,Raigarh,354278.0,1493984.0,52.9,4.5,4.3469999999999995,1.1,1.0626,66638.0,66638.0,3065.348,12861.134000000002
CHHATTISGARH,Raigarh,581868.0,2634200.0,52.9,4.5,4.3469999999999995,1.1,1.0626,377160.0,377160.0,17349.359999999997,72791.88
CHHATTISGARH,Raigarh,354278.0,1493984.0,36.6,3.0,2.865,3.6,1.2415,66638.0,66638.0,1999.14,38183.574
CHHATTISGARH,Raigarh,581868.0,2634200.0,36.6,3.0,2.865,3.6,1.2415,377160.0,377160.0,11314.8,216112.68
MAHARASHTRA,Raigarh,354278.0,1493984.0,27.8,3.5,3.4405,3.9,1.7694,66638.0,66638.0,2398.9680000000003,33918.742
MAHARASHTRA,Raigarh,581868.0,2634200.0,27.8,3.5,3.4405,3.9,1.7694,377160.0,377160.0,13577.76,191974.44
MAHARASHTRA,Raigarh,354278.0,1493984.0,23.9,2.6,2.5584000000000002,16.2,1.3776,66638.0,66638.0,1732.5880000000002,41315.56
MAHARASHTRA,Raigarh,581868.0,2634200.0,23.9,2.6,2.5584000000000002,16.2,1.3776,377160.0,377160.0,9806.16,233839.2
MAHARASHTRA,Raigarh,354278.0,1493984.0,17.2,1.0,0.985,37.3,0.7880000000000001,66638.0,66638.0,733.018,53976.78
MAHARASHTRA,Raigarh,581868.0,2634200.0,17.2,1.0,0.985,37.3,0.7880000000000001,377160.0,377160.0,4148.76,305499.6
CHHATTISGARH,Korba,206598.0,1206640.0,53.6,3.2,3.1392,0.4,1.4714999999999998,126055.0,126055.0,4033.76,15000.545
CHHATTISGARH,Korba,206598.0,1206640.0,45.0,2.6,2.5428,7.0,1.2714,126055.0,126055.0,3277.43,35421.455
CHHATTISGARH,Korba,206598.0,1206640.0,28.9,1.6,1.5520000000000003,19.4,0.873,126055.0,126055.0,2016.88,73868.23
CHHATTISGARH,Janjgir - Champa,379583.0,1619707.0,57.8,5.6,5.4544,0.5,0.6818,61190.0,61190.0,3426.64,6730.9
CHHATTISGARH,Janjgir - Champa,379583.0,1619707.0,55.8,5.3,5.135700000000001,0.7,0.7752000000000001,61190.0,61190.0,3304.26,9300.88
CHHATTISGARH,Janjgir - Champa,379583.0,1619707.0,41.6,3.8,3.534,2.0,1.4880000000000002,61190.0,61190.0,2325.22,27168.36
CHHATTISGARH,Kabeerdham,187311.0,822526.0,59.3,6.2,6.0264,0.3,0.5832,23868.0,23868.0,1479.816,2148.12
CHHATTISGARH,Kabeerdham,187311.0,822526.0,56.9,6.0,5.82,0.6,0.6789999999999999,23868.0,23868.0,1455.9479999999999,3150.5759999999996
CHHATTISGARH,Kabeerdham,187311.0,822526.0,35.6,5.0,4.77,3.3,0.9540000000000001,23868.0,23868.0,1217.2679999999998,11814.66
CHHATTISGARH,Rajnandgaon,313604.0,1537133.0,45.2,3.3,3.135,0.6,3.515,76528.0,76528.0,2601.9519999999998,14157.68
CHHATTISGARH,Rajnandgaon,313604.0,1537133.0,42.6,3.1,2.9419,1.0,3.1317000000000004,76528.0,76528.0,2448.896,19132.0
CHHATTISGARH,Rajnandgaon,313604.0,1537133.0,31.1,2.4,2.2728,2.7,1.1364,76528.0,76528.0,1913.2,40712.896
CHHATTISGARH,Durg,533448.0,3343872.0,50.0,4.9,4.6648000000000005,0.8,1.3328,349741.0,349741.0,17487.05,48963.74
CHHATTISGARH,Durg,533448.0,3343872.0,41.7,3.8,3.6327999999999996,8.9,1.1471999999999998,349741.0,349741.0,13639.899,115414.53
CHHATTISGARH,Durg,533448.0,3343872.0,28.6,2.2,2.1142000000000003,21.6,0.8649,349741.0,349741.0,7694.302000000001,218937.866
CHHATTISGARH,Raipur,673499.0,4063872.0,55.1,5.8,5.5796,0.7,1.1543999999999999,395001.0,395001.0,23305.059000000005,50955.129
CHHATTISGARH,Raipur,673499.0,4063872.0,46.0,4.8,4.6175999999999995,2.2,1.0582,395001.0,395001.0,19355.049000000003,122450.31
CHHATTISGARH,Raipur,673499.0,4063872.0,29.1,2.8,2.6908,5.1,0.8649,395001.0,395001.0,11455.028999999999,256750.65
CHHATTISGARH,Mahasamund,274793.0,1032754.0,56.2,4.4,4.1052,0.4,2.1458999999999997,35774.0,35774.0,1645.604,5437.647999999999
CHHATTISGARH,Mahasamund,274793.0,1032754.0,54.5,4.4,4.114000000000001,0.7,2.0570000000000004,35774.0,35774.0,1645.604,6725.512000000001
CHHATTISGARH,Mahasamund,274793.0,1032754.0,39.8,4.1,3.8949999999999996,3.1,0.855,35774.0,35774.0,1466.734,17922.774
CHHATTISGARH,Dhamtari,168689.0,799781.0,53.7,4.2,4.0656,1.5,3.4848000000000003,41792.0,41792.0,1755.264,10113.664
CHHATTISGARH,Dhamtari,168689.0,799781.0,50.8,4.0,3.8560000000000003,1.6,3.0848,41792.0,41792.0,1713.4719999999998,12412.223999999998
CHHATTISGARH,Dhamtari,168689.0,799781.0,37.9,3.4,3.2266000000000004,2.0,1.5184,41792.0,41792.0,1462.72,22400.512000000002
CHHATTISGARH,Uttar Bastar Kanker,169191.0,748941.0,44.1,2.9,2.7607999999999997,0.5,1.3328,24878.0,24878.0,746.34,3681.9440000000004
CHHATTISGARH,Uttar Bastar Kanker,169191.0,748941.0,43.1,2.9,2.755,0.6,1.33,24878.0,24878.0,746.34,4900.965999999999
CHHATTISGARH,Uttar Bastar Kanker,169191.0,748941.0,34.9,3.2,2.9951999999999996,1.9,1.3104,24878.0,24878.0,796.096,15150.702
CHHATTISGARH,Bastar,316425.0,1413199.0,51.2,3.3,3.2406,0.4,1.964,54894.0,54894.0,1866.396,7630.266
CHHATTISGARH,Bastar,316425.0,1413199.0,49.0,3.3,3.2307,1.0,1.7622000000000002,54894.0,54894.0,1811.5019999999997,11143.482
CHHATTISGARH,Bastar,316425.0,1413199.0,34.5,2.8,2.702,4.7,1.0615,54894.0,54894.0,1591.9260000000002,33485.34
CHHATTISGARH,Narayanpur,26916.0,139820.0,57.3,4.4,4.3692,0.1,0.7944,6179.0,6179.0,271.87600000000003,253.33899999999997
CHHATTISGARH,Narayanpur,26916.0,139820.0,56.8,4.1,4.059,0.2,0.792,6179.0,6179.0,253.33899999999997,661.1529999999999
CHHATTISGARH,Narayanpur,26916.0,139820.0,54.1,2.2,2.1362,0.5,0.7768,6179.0,6179.0,135.93800000000002,2731.1180000000004
CHHATTISGARH,Dakshin Bastar Dantewada,106545.0,533638.0,49.9,3.2,3.184,0.7,0.796,31304.0,31304.0,1001.7280000000001,2253.8880000000004
CHHATTISGARH,Dakshin Bastar Dantewada,106545.0,533638.0,47.0,3.1,3.0721,3.1,0.7928000000000001,31304.0,31304.0,1001.7280000000001,4789.512
CHHATTISGARH,Dakshin Bastar Dantewada,106545.0,533638.0,34.7,2.8,2.7327999999999997,13.4,0.488,31304.0,31304.0,907.8159999999999,15589.392
CHHATTISGARH,Bijapur,50449.0,255230.0,55.9,4.2,4.158,0.1,0.396,7942.0,7942.0,333.564,214.43400000000003
CHHATTISGARH,Bijapur,396449.0,2177331.0,55.9,4.2,4.158,0.1,0.396,131041.0,131041.0,5503.722000000001,3538.107
CHHATTISGARH,Bijapur,50449.0,255230.0,56.4,4.1,4.050799999999999,0.2,0.39520000000000005,7942.0,7942.0,325.62199999999996,444.75199999999995
CHHATTISGARH,Bijapur,396449.0,2177331.0,56.4,4.1,4.050799999999999,0.2,0.39520000000000005,131041.0,131041.0,5372.681,7338.295999999999
CHHATTISGARH,Bijapur,50449.0,255230.0,60.2,3.0,2.925,0.8,0.39,7942.0,7942.0,246.202,2231.702
CHHATTISGARH,Bijapur,396449.0,2177331.0,60.2,3.0,2.925,0.8,0.39,131041.0,131041.0,4062.271,36822.521
KARNATAKA,Bijapur,50449.0,255230.0,40.9,6.7,6.5861,0.5,0.8847,7942.0,7942.0,540.056,397.1
KARNATAKA,Bijapur,396449.0,2177331.0,40.9,6.7,6.5861,0.5,0.8847,131041.0,131041.0,8910.787999999999,6552.05
KARNATAKA,Bijapur,50449.0,255230.0,37.6,5.8,5.7072,10.5,1.0824,7942.0,7942.0,468.57800000000003,1437.5020000000002
KARNATAKA,Bijapur,396449.0,2177331.0,37.6,5.8,5.7072,10.5,1.0824,131041.0,131041.0,7731.419,23718.421000000002
KARNATAKA,Bijapur,50449.0,255230.0,27.0,2.9,2.8536,42.1,1.6728,7942.0,7942.0,230.31799999999998,4725.49
KARNATAKA,Bijapur,396449.0,2177331.0,27.0,2.9,2.8536,42.1,1.6728,131041.0,131041.0,3800.189,77969.395
MADHYA PRADESH,Sheopur,150146.0,687861.0,59.7,5.3,5.2311000000000005,0.6,0.4935,26376.0,26376.0,1397.9279999999999,1529.808
MADHYA PRADESH,Sheopur,150146.0,687861.0,56.8,5.0,4.92,1.2,0.5904,26376.0,26376.0,1318.8,3402.5040000000004
MADHYA PRADESH,Sheopur,150146.0,687861.0,39.2,3.2,3.0816000000000003,5.1,1.5408000000000002,26376.0,26376.0,844.0320000000002,15087.072000000002
MADHYA PRADESH,Morena,319298.0,1965970.0,52.1,5.1,4.977599999999999,0.5,0.5855999999999999,95288.0,95288.0,4954.976000000001,6384.295999999999
MADHYA PRADESH,Morena,319298.0,1965970.0,48.3,4.4,4.268,1.5,0.7760000000000001,95288.0,95288.0,4287.96,19915.192
MADHYA PRADESH,Morena,319298.0,1965970.0,34.3,2.0,1.896,5.3,1.2324,95288.0,95288.0,2001.0480000000002,70322.544
MADHYA PRADESH,Bhind,271211.0,1703005.0,49.5,4.4,4.2372000000000005,0.4,0.6740999999999999,88385.0,88385.0,4065.7099999999996,8219.805
MADHYA PRADESH,Bhind,271211.0,1703005.0,46.9,3.9,3.7362,1.2,0.7664,88385.0,88385.0,3623.7849999999994,20328.55
MADHYA PRADESH,Bhind,271211.0,1703005.0,38.6,2.4,2.2608,3.8,0.9420000000000001,88385.0,88385.0,2209.625,59483.105
MADHYA PRADESH,Gwalior,172720.0,2032036.0,46.3,4.4,4.246,1.2,1.158,272172.0,272172.0,12247.74,47085.75600000001
MADHYA PRADESH,Gwalior,172720.0,2032036.0,33.6,2.9,2.7695,40.9,0.8595,272172.0,272172.0,8165.16,162758.856
MADHYA PRADESH,Gwalior,172720.0,2032036.0,25.4,1.9,1.8011999999999997,66.3,0.5688,272172.0,272172.0,5443.44,236789.64
MADHYA PRADESH,Datia,160453.0,786754.0,44.1,2.6,2.4778000000000002,0.7,1.0483,43401.0,43401.0,1171.8270000000002,4904.313
MADHYA PRADESH,Datia,160453.0,786754.0,41.8,2.7,2.5704000000000002,1.3,1.2376,43401.0,43401.0,1215.2279999999998,9591.621000000001
MADHYA PRADESH,Datia,160453.0,786754.0,33.1,2.9,2.7434,3.4,1.9866,43401.0,43401.0,1302.03,27386.031000000003
MADHYA PRADESH,Shivpuri,367859.0,1726050.0,53.2,4.2,4.111800000000001,0.5,0.48950000000000005,66759.0,66759.0,2803.8779999999997,3738.5039999999995
MADHYA PRADESH,Shivpuri,367859.0,1726050.0,49.8,4.0,3.9,1.4,0.585,66759.0,66759.0,2670.36,9746.814
MADHYA PRADESH,Shivpuri,367859.0,1726050.0,30.5,2.8,2.674,6.0,0.955,66759.0,66759.0,1869.2519999999997,43860.663
MADHYA PRADESH,Tikamgarh,322772.0,1445166.0,43.7,2.8,2.7412,0.3,0.39160000000000006,60220.0,60220.0,1746.38,2348.58
MADHYA PRADESH,Tikamgarh,322772.0,1445166.0,41.9,2.8,2.73,0.9,0.4875,60220.0,60220.0,1686.16,6142.44
MADHYA PRADESH,Tikamgarh,322772.0,1445166.0,31.8,2.6,2.4752,3.9,0.8568000000000001,60220.0,60220.0,1625.94,27219.44
MADHYA PRADESH,Chhatarpur,375869.0,1762375.0,43.6,2.5,2.4125,0.2,0.2895,95048.0,95048.0,2471.248,4942.496
MADHYA PRADESH,Chhatarpur,375869.0,1762375.0,40.7,2.3,2.2126,0.9,0.48100000000000004,95048.0,95048.0,2281.152,14542.344000000001
MADHYA PRADESH,Chhatarpur,375869.0,1762375.0,28.2,1.5,1.4280000000000002,3.9,1.1423999999999999,95048.0,95048.0,1520.7680000000003,55032.792
MADHYA PRADESH,Panna,256744.0,1016520.0,45.8,2.9,2.8043,0.3,0.3868000000000001,32179.0,32179.0,965.37,1608.95
MADHYA PRADESH,Panna,256744.0,1016520.0,44.7,2.8,2.6992000000000003,0.7,0.5784,32179.0,32179.0,933.1909999999999,3282.258
MADHYA PRADESH,Panna,256744.0,1016520.0,34.6,2.2,2.0702000000000003,4.6,1.5997,32179.0,32179.0,740.117,17312.302
MADHYA PRADESH,Sagar,448408.0,2378458.0,50.0,4.6,4.4436,0.6,1.4489999999999998,165507.0,165507.0,7778.829000000001,18536.784
MADHYA PRADESH,Sagar,448408.0,2378458.0,44.3,4.0,3.7960000000000003,2.0,1.4235000000000002,165507.0,165507.0,6785.786999999999,41542.257000000005
MADHYA PRADESH,Sagar,448408.0,2378458.0,28.3,2.3,2.0723,5.8,1.3514999999999997,165507.0,165507.0,4137.675,107083.02900000001
MADHYA PRADESH,Damoh,303387.0,1264219.0,52.5,4.9,4.7432,0.2,0.6775999999999999,66514.0,66514.0,3325.7,3924.3260000000005
MADHYA PRADESH,Damoh,303387.0,1264219.0,49.1,4.5,4.338,0.8,0.7712,66514.0,66514.0,3059.644,9578.016
MADHYA PRADESH,Damoh,303387.0,1264219.0,32.4,2.8,2.6515999999999997,3.7,1.4205,66514.0,66514.0,1928.906,37380.868
MADHYA PRADESH,Satna,461831.0,2228935.0,37.2,2.1,2.0034000000000005,0.9,2.7666000000000004,114173.0,114173.0,2511.806,26031.444
MADHYA PRADESH,Satna,461831.0,2228935.0,34.4,2.1,1.9971,1.7,2.3775,114173.0,114173.0,2511.806,34023.554
MADHYA PRADESH,Satna,461831.0,2228935.0,21.8,2.2,2.0592,4.9,0.9359999999999999,114173.0,114173.0,2625.979,69074.665
MADHYA PRADESH,Rewa,523910.0,2365106.0,33.3,2.0,1.9280000000000002,1.4,2.9884000000000004,94489.0,94489.0,1984.269,16819.042
